"id","date","sport","nom","distance_km","duree_min","denivele_m","vitesse_moy","fc_moy","calories"
"17760141685","2018-12-10 21:28:29","Course","2018-12-10-212829","4.85","28.5","5.0","10.21","",""
"17760143432","2018-12-12 20:49:22","Course","2018-12-12-204922","5.66","33.9","4.0","10.01","",""
"17760145343","2018-12-14 21:15:51","Course","2018-12-14-211551","8.47","52.9","6.0","9.62","",""
"17760146354","2018-12-15 22:01:10","Course","2018-12-15-220110","4.84","28.8","4.0","10.1","",""
"17760148271","2018-12-17 21:50:41","Course","2018-12-17-215041","6.05","37.1","4.0","9.79","",""
"17760150234","2018-12-19 18:16:41","Course","2018-12-19-181641","8.9","54.9","7.0","9.72","",""
"17760151187","2018-12-21 11:36:51","Course","2018-12-21-113651","5.01","28.7","3.0","10.47","",""
"17760152824","2018-12-22 16:56:09","Course","2018-12-22-165609","6.45","40.9","5.0","9.46","",""
"17760155050","2018-12-24 14:10:17","Course","2018-12-24-141017","9.3","57.0","8.0","9.8","",""
"17760156263","2019-01-02 15:49:37","Course","2019-01-02-204937","5.02","29.6","4.0","10.19","162.6",""
"17760157640","2019-01-04 16:30:53","Course","2019-01-04-213053","5.04","29.6","4.0","10.23","163.8",""
"17760159863","2019-01-07 17:25:27","Course","2019-01-07-222527","8.1","50.0","6.0","9.72","160.9",""
"17760161147","2019-01-09 14:11:00","Course","2019-01-09-191100","5.08","31.9","4.0","9.56","161.7",""
"17760162562","2019-01-13 16:24:53","Course","2019-01-13-212453","8.11","49.4","4.0","9.84","163.6",""
"17760164735","2019-01-14 15:32:12","Course","2019-01-14-203212","12.18","77.8","8.0","9.39","163.6",""
"17760165929","2019-01-16 16:30:00","Course","2019-01-16-213000","5.1","30.3","4.0","10.1","160.5",""
"17760167398","2019-01-18 11:46:55","Course","2019-01-18-164655","8.09","53.0","4.0","9.16","160.8",""
"17760169675","2019-02-17 14:38:08","Course","2019-02-17-193808","5.4","57.1","4.0","5.67","114.8",""
"17760170863","2019-02-19 14:31:06","Course","2019-02-19-193106","5.06","31.2","5.0","9.72","172.4",""
"17760172084","2019-02-21 15:56:26","Course","2019-02-21-205626","5.06","32.2","4.0","9.42","171.0",""
"17760174325","2019-02-24 08:06:00","Course","2019-02-24-130600","5.1","31.4","3.0","9.76","168.1",""
"17760175553","2019-03-02 06:18:39","Course","2019-03-02-111839","5.08","30.9","3.0","9.88","168.9",""
"17760176579","2019-03-04 13:25:19","Course","2019-03-04-182519","5.33","32.9","4.0","9.71","165.9",""
"17760178276","2019-03-06 15:07:04","Course","2019-03-06-200704","5.06","30.8","4.0","9.85","161.5",""
"17760180295","2019-03-09 10:41:08","Course","2019-03-09-154108","10.09","64.0","6.0","9.47","166.8",""
"17760181235","2019-03-12 16:05:44","Course","2019-03-12-200544","5.07","33.6","4.0","9.06","158.4",""
"17760183629","2019-03-14 16:19:00","Course","2019-03-14-201900","5.07","31.2","4.0","9.74","162.2",""
"17760184930","2019-03-18 09:07:21","Course","2019-03-18-130721","5.03","30.1","4.0","10.01","165.2",""
"17760185924","2019-03-20 15:57:01","Course","2019-03-20-195701","7.08","45.0","5.0","9.44","164.4",""
"17760188010","2019-03-22 15:48:32","Course","2019-03-22-194832","7.03","44.5","5.0","9.48","167.0",""
"17760189943","2019-03-25 16:24:37","Course","2019-03-25-202437","5.07","30.4","4.0","10.0","161.2",""
"17760190988","2019-03-27 17:05:04","Course","2019-03-27-210504","7.1","43.6","6.0","9.76","160.4",""
"17760193032","2019-03-29 15:56:58","Course","2019-03-29-195658","3.89","23.2","0.0","10.05","156.0",""
"17760195056","2019-03-31 14:58:58","Course","2019-03-31-185858","7.12","44.0","5.0","9.7","160.5",""
"17760196085","2019-04-05 15:30:25","Course","2019-04-05-193025","7.1","43.3","6.0","9.84","168.9",""
"17760197967","2019-04-06 13:22:07","Course","2019-04-06-172207","5.05","31.8","0.0","9.53","163.8",""
"17760200292","2019-04-07 08:35:23","Vélo","2019-04-07-123523","10.87","83.5","13.0","7.81","136.6","278.3"
"17760201156","2019-04-16 11:32:14","Course","2019-04-16-113214","9.1","135.4","66.0","4.03","",""
"17760202978","2019-04-21 09:24:21","Vélo","2019-04-21-132421","11.09","45.7","20.0","14.57","123.7","169.8"
"17760204910","2019-04-24 15:33:47","Course","2019-04-24-193347","4.47","27.9","3.0","9.62","164.6",""
"17760205938","2019-04-29 17:43:45","Course","2019-04-29-214345","3.7","24.2","0.0","9.17","161.2",""
"17760207392","2019-04-29 18:10:24","Course","2019-04-29-221024","1.11","7.7","0.0","8.69","174.6",""
"17760209575","2019-05-04 15:23:02","Course","2019-05-04-192302","5.07","32.4","4.0","9.38","166.4",""
"17760210786","2019-05-06 16:33:15","Course","2019-05-06-203315","5.05","32.2","4.0","9.41","167.3",""
"17760212245","2019-05-08 16:14:44","Course","2019-05-08-201444","7.07","48.6","5.0","8.73","166.5",""
"17760214308","2019-05-11 13:23:21","Vélo","2019-05-11-172321","17.53","38.6","9.0","27.27","152.2","301.5"
"17760215511","2019-05-11 14:07:02","Vélo","2019-05-11-180702","2.52","6.3","7.0","24.13","141.8","45.4"
"17760217088","2019-05-13 16:15:45","Course","2019-05-13-201545","4.28","28.1","5.0","9.14","165.3",""
"17760219232","2019-06-10 15:44:52","Course","2019-06-10-194452","2.49","16.6","0.0","9.01","170.9",""
"17760220421","2019-06-16 10:52:20","Vélo","2019-06-16-145220","10.05","60.5","5.0","9.98","135.5","164.0"
"17760221659","2019-06-17 16:47:54","Vélo","2019-06-17-204754","4.94","14.8","4.0","20.09","130.0","64.1"
"17760223944","2019-06-22 06:37:42","Vélo","2019-06-22-103742","26.17","112.1","28.0","14.01","126.1","376.4"
"17760224963","2019-06-22 09:06:09","Vélo","2019-06-22-130609","2.62","16.9","5.0","9.32","115.8","46.7"
"17760226573","2019-06-22 11:07:44","Vélo","2019-06-22-150744","21.38","87.2","26.0","14.72","132.6","333.9"
"17760228625","2019-07-01 08:44:55","Vélo","2019-07-01-124455","10.53","44.6","16.0","14.16","128.9","166.6"
"17760229852","2019-07-01 10:10:59","Vélo","2019-07-01-141059","10.43","49.4","15.0","12.66","127.2","165.0"
"17760230967","2019-07-21 15:57:07","Vélo","2019-07-21-195707","3.57","24.3","3.0","8.83","120.3","62.7"
"17760233095","2019-07-22 14:08:14","Course","2019-07-22-180814","3.09","20.6","4.0","8.98","165.4",""
"17760234615","2019-08-04 08:30:29","Vélo","2019-08-04-123029","26.26","108.4","32.0","14.53","117.1","397.1"
"17760235646","2019-08-11 10:25:45","Vélo","2019-08-11-142545","3.37","50.7","26.0","3.99","","107.3"
"17760237693","2019-09-14 10:48:13","Course","2019-09-14-144813","3.08","21.8","4.0","8.49","170.8",""
"17760239328","2019-09-17 15:39:52","Course","2019-09-17-193952","3.07","21.6","4.0","8.52","170.7",""
"17760240307","2019-09-19 21:54:11","Course","2019-09-19-215411","2.75","18.9","4.0","8.7","",""
"17760242349","2019-09-22 13:07:42","Course","2019-09-22-170742","3.05","21.2","4.0","8.64","163.1",""
"17760244122","2019-09-24 16:35:59","Course","2019-09-24-203559","5.06","35.6","4.0","8.52","168.2",""
"17760245117","2019-09-27 15:48:06","Course","2019-09-27-194806","2.33","16.5","0.0","8.47","163.4",""
"17760246795","2019-09-27 16:14:08","Course","2019-09-27-201408","0.58","5.0","2.0","7.04","153.4",""
"17760248857","2019-09-29 10:10:16","Course","2019-09-29-141016","3.13","21.3","0.0","8.79","160.1",""
"17760250079","2019-10-01 21:00:42","Course","2019-10-01-210042","3.02","19.6","4.0","9.22","",""
"17760251628","2019-10-03 16:08:47","Course","2019-10-03-200847","3.03","20.3","0.0","8.94","163.1",""
"17760253676","2019-10-06 13:02:50","Course","2019-10-06-170250","3.04","20.1","0.0","9.1","159.5",""
"17760254938","2019-10-08 16:12:29","Course","2019-10-08-201229","5.07","35.7","4.0","8.53","161.8",""
"17760256418","2019-10-10 17:05:42","Course","2019-10-10-210542","3.06","20.3","0.0","9.06","153.5",""
"17760258347","2019-10-12 17:34:26","Course","2019-10-12-173426","5.82","40.0","4.0","8.74","",""
"17760259706","2019-10-18 15:31:00","Course","2019-10-18-193100","5.06","33.9","3.0","8.96","167.3",""
"17760261281","2019-10-20 06:30:23","Course","2019-10-20-103023","5.28","46.2","16.0","6.85","139.2",""
"17760263237","2019-11-07 14:06:46","Course","2019-11-07-190646","0.06","0.5","0.0","7.83","96.3",""
"17760264474","2019-11-07 14:09:15","Course","2019-11-07-190915","5.11","35.3","4.0","8.68","165.6",""
"17760265955","2019-11-10 09:05:16","Course","2019-11-10-140516","4.21","28.4","2.0","8.91","165.0",""
"17760267927","2019-11-18 15:48:34","Course","2019-11-18-204834","4.09","27.8","2.0","8.82","168.5",""
"17760269093","2019-11-21 15:45:06","Vélo","2019-11-21-204506","2.04","14.5","4.0","8.47","170.1","39.2"
"17760270369","2019-11-24 12:52:32","Vélo","2019-11-24-175232","3.25","21.5","4.0","9.05","161.7","42.6"
"17760272512","2019-12-03 07:27:41","Course","2019-12-03-122741","1.48","10.1","0.0","8.73","169.5",""
"17760273819","2019-12-03 07:50:44","Course","2019-12-03-125044","2.01","14.9","4.0","8.1","166.7",""
"17760275080","2019-12-07 05:00:49","Course","2019-12-07-100049","5.99","53.5","74.0","6.72","",""
"17760277463","2019-12-21 08:35:49","Course","2019-12-21-133549","1.37","12.7","0.0","6.47","157.6",""
"17760279070","2019-12-31 09:41:37","Course","2019-12-31-144137","4.4","53.2","21.0","4.96","115.0",""
"17760280065","2020-05-05 19:15:00","Vélo","2020-05-05-191500","17.71","45.0","24.0","23.61","","314.4"
"17760282312","2020-05-07 18:13:59","Vélo","2020-05-07-181359","18.06","43.9","23.0","24.71","","268.5"
"17760283873","2020-07-15 11:03:49","Vélo","2020-07-15-110349","26.49","66.5","35.0","23.88","","388.6"
"17760284858","2020-07-16 19:35:01","Vélo","2020-07-16-193501","7.39","17.0","19.0","26.07","","118.7"
"17760286893","2020-07-21 11:59:48","Vélo","2020-07-21-115948","14.03","49.0","15.0","17.18","","160.8"
"17760288635","2020-07-22 17:13:16","Vélo","2020-07-22-171316","15.09","33.4","27.0","27.09","","243.4"
"17760289728","2020-07-24 16:57:23","Vélo","2020-07-24-165723","20.11","45.6","27.0","26.44","","312.8"
"17760291451","2020-07-26 11:45:28","Vélo","2020-07-26-114528","25.17","58.2","27.0","25.93","","388.0"
"17760293349","2020-08-01 18:14:26","Vélo","2020-08-01-181426","20.04","45.4","27.0","26.51","","311.3"
"17760294476","2020-08-08 14:04:57","Vélo","2020-08-08-140457","20.11","44.8","27.0","26.94","","319.9"
"17760296023","2020-08-09 12:25:00","Vélo","2020-08-09-122500","16.49","54.0","18.0","18.31","","168.5"
"17760297837","2020-08-09 14:46:23","Vélo","2020-08-09-144623","17.07","59.8","23.0","17.11","","177.5"
"17760298928","2020-08-13 18:18:12","Vélo","2020-08-13-181812","20.1","44.2","27.0","27.28","","323.1"
"17760300404","2020-08-17 17:22:13","Vélo","2020-08-17-172213","20.1","43.0","20.0","28.01","","328.5"
"17760302428","2020-08-19 17:07:30","Vélo","2020-08-19-170730","20.09","42.4","20.0","28.41","","335.6"
"17760303564","2020-08-27 18:28:36","Vélo","2020-08-27-182836","20.05","42.3","20.0","28.41","","333.7"
"17760304865","2020-09-01 17:24:58","Vélo","2020-09-01-172458","20.08","43.8","20.0","27.5","","321.6"
"17760307186","2020-09-10 14:13:59","Course","2020-09-10-181359","3.08","21.3","0.0","8.66","156.3",""
"17760308687","2020-09-12 08:26:09","Course","2020-09-12-122609","3.1","21.3","0.0","8.72","164.4",""
"17760309842","2020-09-19 14:55:02","Course","2020-09-19-185502","3.12","21.2","0.0","8.81","157.4",""
"17760312111","2020-09-27 13:38:23","Course","2020-09-27-173823","3.13","22.1","0.0","8.47","147.4",""
"17760313158","2020-09-30 13:35:03","Course","2020-09-30-173503","3.09","21.0","0.0","8.83","149.6",""
"17760313920","2020-10-03 13:53:04","Course","2020-10-03-175304","3.11","21.5","0.0","8.69","154.0",""
"17760316230","2020-10-14 13:22:51","Course","2020-10-14-172251","3.08","21.6","0.0","8.56","151.6",""
"17760317648","2020-10-17 08:20:23","Course","2020-10-17-122023","3.13","22.1","0.0","8.51","163.0",""
"17760318593","2020-10-20 13:05:24","Course","2020-10-20-170524","3.06","21.2","0.0","8.67","152.7",""
"17760320880","2020-10-24 12:55:50","Course","2020-10-24-165550","3.07","21.1","0.0","8.75","159.8",""
"17760322237","2020-10-28 11:37:55","Course","2020-10-28-153755","3.06","20.4","0.0","9.0","160.4",""
"17760323128","2020-10-31 11:18:33","Course","2020-10-31-151833","3.23","22.6","0.0","8.56","162.0",""
"17760325237","2020-10-31 11:43:33","Course","2020-10-31-154333","1.77","14.3","3.0","7.44","161.7",""
